porti|携带
kiel antawe|依旧
kiel kutime|照常\n照旧
kies|谁
kilociklo|千周
kilogramo|公斤\n千克
kiloherco|干赫
kilokalorio|大卡\n千卡
kilometro|公里\n千米
kilovatto|千瓦
kilovolto|千伏
kimono|和服
kinejo|电影院\n影院
kinematografo|电影放映机
kineskopo|显象管
kinino|金鸡纳霜\n奎宁
kinostelo|电影明星
kio|什么
kiom|多少
kiom da|几个
kiosko|亭
kirasawto|装甲车
kiraso|铁甲
kirasshipo|铁甲舰
kirli|急旋\n搅拌\n搅动
kirlighi|旋转
kirlilo|搅拌器
kirlo|旋涡
kisi|接吻\n亲嘴\n吻
kisto|囊肿
kitelo|大褂
kiu|哪个\n谁
kiuj|哪些
klachi|饶舌
klakileto|响板
klakiloj|拍板
klano|氏族\n族
klapego|门板\n门扇
klapfenestro|天窗
klapsegho|折椅
klaptablo|折叠桌
klara|明确\n鲜明
klare|消楚
klare vidi|洞察
klarigi|阐明\n陈述\n讲\n讲解\n解说\n说明
klarigisto|解说员
klarigo|注解
klariono|号角\n喇叭
klarmensa|清醒
klasa aparteno|阶级成份
klasa karaktero|阶级性
klasa naturo|阶级性
klaschambro|教室\n课堂
klasfiko|类别
klasi|分等
klasifiki|分等\n分类\n归类
klasika|古典\n经典
klaso|班级\n等级\n阶级\n年级
klavaro|键盘
klaviklo|锁骨
klavo|键
klawno|小丑
klereco|学识
klerigi|教育
klerulo|有学问的人
kliento|顾客\n主顾
klifo|悬崖
klikhorlogho|跑表
kliko|集团\n小集团
klimato|气候
klimatologio|气候学
klina|歪
klingo|锋芒\n刃
klini|弯曲
klinighanta|斜
klinighi|倾斜
klinika praktiko|临床实践
kloako|水沟\n下水道
klopodi|奔波\n奔走\n力求\n努力
klopodi por|争取
klorofilo|叶绿素
klozetpapero|手纸
klozoneo|景泰蓝
klubo|俱乐部
kluzo|拦河闸\n水门\n水闸
kluzpordo|闸门
knabego|小伙子
knabino|姑娘\n闺女\n女孩\n少女
knabo|男孩\n少年
knedi|和面\n揉
knedujo|揉面缸
koaksigejo|焦化厂
koakso|焦炭
koalicia registaro|联合政府
kocerna|相关
kochero|车夫\n马车夫
kodo|法典\n法规
koeficiento|系数
kofro|旅行箱\n衣箱
koiti|性交
kojno|楔子
kojnodento|犬牙
kojnoskribo|楔形文字
kokajho|鸡肉
kokardo|帽徽
kokcigo|尾骨
koketa|风骚\n迷人\n妖艳
koketi|卖弄风情\n卖俏\n撒娇
kokido|鸡子
koko|鸡\n球菌
kokobredejo|养鸡场
kokon-elbobenado|缫丝
kokono|茧
kokoso|椰子
kokovo|鸡蛋\n鸡子
kokplumo|鸡毛
kokso|髓\n屁股\n臀部
koktela kunveno|鸡尾酒会
kolbaso|腊肠\n香肠
kolbo|枪柄
kolegio|学院\n专科学校
kolego|同伴\n同事\n同学
koleigi|激怒
kolekti|采\n采集\n积聚\n收集\n投集\n召集\n征收
kolekti imposton|征税
kolekti sterkon|积肥
kolektighi|集合\n集聚\n聚集
kolektisto|征收员
kolektitaj verkoj|全集
kolektiva gvido|集体领导
kolektivismo|集体主义
kolektivo|集体
kolere riprochi|怒斥
koleregi|愤怒\n震怒
kolerema|易怒
koleri|发怒\n生气
kolerigi|触怒
kolero|恼火\n恼怒
kolhararo|鬃毛
kolharoj de chevalo|马鬃
koliero|项链
kolirio|眼药水
kolizii|碰撞\n撞
kolizio|冲突
kolo|脖子\n颈项
kolofono|松香\n松脂
kolombo|鸽子\n家鸽
kolonelo|上校
kolonii|殖民
koloniismo|殖民主义
kolonio|殖民地
kolono|杜\n柱子\n纵队
kolorblinda|色盲
kolorigi|染色\n上色\n着色
kolorilo|颜料
koloro|色彩\n颜色\n音色
kolosa|巨大
koloso|巨人
kolporti|叫卖\n沿街叫卖
kolportisto|商贩\n摊贩\n小贩
koltordigho|歪颈
koltuko|围巾
kolumo|领口\n领子
kolzo|油菜
komandanto|司令\n统帅
komandi|命令\n率领\n统率\n指挥
kombajno|康拜因\n联合收割机\n收割机
kombi|梳
kombilo|梳子
kombineo|连衣裤
kombini|合成\n化合\n结合\n组合
komedio|喜剧
komence|最初
komenci|开创\n开始
komenci konstruadon|动工
komenci militon|开战
komenci produktadon|投产
komenco|开头
Komenco de Awtuno|立秋
Komenco de Printempo|立春
Komenco de Somero|立夏
Komenco de Vintro|立冬
komentarii|解释\n评注
komentario|述评\n注释
komerca banko|商业银行
komerca haveno|商港
komerca kapitalo|商业资本
komerca karavano|商队
komerca legho|商法
komercaj aferoj|商务
komercajho|货物\n商品
komercejo|商场
komerci|经商\n买卖\n贸易
komercisto|商人
komerco|交易\n商业
komercshipo|商船
komero kompanio|商行
kometo|慧星\n扫帚星
komfirmi|确认
komforoleo|樟脑油
komforta|安适\n安逸\n令人舒适
komforto|舒服
komika|好笑\n滑稽\n可笑
komisii|委托\n信托
komisiono|委员会
komitatano|委员
komitato|委员会
komizo|店员
komo|逗号
komodo|五斗柜
kompakta|坚固\n坚实\n结实\n紧密\n密集
kompaniestro|连长
kompanio|公司\n连
kompano|同伴
kompari|比较\n对照
komparo|相比
Kompartio|共产党
kompaso|罗盘\n指北针\n指南针
kompatema|慈悲
kompatinda|可怜
kompato|怜悯\n同情
kompensi|补偿\n抵偿\n弥补\n赔偿
kompensi siajn kulpojn per meritoj|将功赎罪
kompetenta|称职\n合格\n能干\n胜任\n熟练\n有能力\n有资格
kompetenteco|才干\n才能\n资格
kompili|编辑\n编写\n编纂
kompleksa|复杂
komplemento|补语
kompleta|完备\n完全\n整个的
kompleta senegoismo|大公无私
komplete malaperi|烟消云散
kompleteco|完整性
kompletigi|配套
kompleto|全套
kompleza|殷勤
komplezema|殷勤
komplezo|盛情
komplika|复杂\n困难
komplikajho|并发症
kompliki|弄复杂
komplimentema|客气
komplimenti|恭维\n祝贺
komploti|串通\n密谋\n同谋\n图谋
komponanto|元件
komponi|构图\n合成\n化合\n作曲
komponisto|作曲家
komposti|排字
kompradora burgharo|买办资产阶级
kompradoro|买办
komprenebla|可理解
kompreneble|当然
kompreni|懂\n懂得\n理解\n了解\n领会\n领悟\n明白\n认识\n体会\n体谅\n知晓
komprenigi|解释
kompresoro|空气压缩机
komproeble|自然地
kompromiso|妥协\n折衷
komputatoro|计算机
komputero|电子计算机
komputeto|计算机
komputilo|计算机
komuna|公共\n共同\n普遍\n通用
komuna kunveno|联席会议
komuna malamiko|公敌
komuneco|共性
komunikado|通讯
komunikajho|消息
komuniki|传达\n传送\n通知
komunikighi|相通
komunikilo|交通工具
komuniko|公报
komunismo|共产主义
Komunista Partio|共产党
komunisto|共产党员\n共产主义者
komunumano|社员
komunumo|公社\n共同体
konata|著名
konata de chiuj familioj|家喻户晓
konatighi|结识\n相识
konatigi|介绍
konato|熟人
koncedi|让步
koncentrejo|集中营
koncentri|集中\n结集\n浓缩
koncentrighi|集聚
koncentriteco|浓度
koncepto|概念\n观念
koncerna|有关
koncernato|当事人
koncerne|关于
koncerni|关联\n涉及
koncertkafejo|音乐咖啡馆
koncerto|音乐会
koncesii|割让
koncesiita kvartalo|租界
koncherto|协奏曲
konciza|大略\n简明\n简要
koncize|扼要
koncizeco|简洁
kondamni|定罪\n判处\n判决\n谴责\n申讨\n声讨
kondamni al morto|处决
kondensatoro|电容器
kondensi|浓缩\n压缩
kondensilo|电容器
kondicha|有条件
kondichi|规定
kondicho|情况\n条件
kondimento|调料
kondolenca telegramo|唁电
kondolenci|吊丧\n吊唁
kondolenco|哀悼
kondomo|阴茎套
konduki|带领\n驾驶\n进行\n开车\n开动\n领导\n领路\n牵\n牵引\n通向\n引导\n引向\n招致\n指挥\n指引
kondukilo|导管
kondukisto|驾驶员\n司机
konduktanto|导体
kondukti|传导
konduktilo|导线
konduktoro|乘务员
konduto|操行\n风度\n举止\n品行\n为人\n行为\n作为
konferenco|会议
konfesi|承认\n供认\n招认
konfesi malverkon|认输
konfesi sian eraron|认错
konfeso|供状
konfidato|亲信
konfidenca|机要
konfidencema|坦率
konfidenco|机密\n秘密
konfidi|委托\n信赖\n信任\n信托\n嘱托
konfirmi|对证\n肯定\n批准\n认可\n正式认可\n证实
konfiski|充公\n没收
konfitajho|蜜饯
konfiti|糖腌
konflikto|冲突\n纠纷\n矛盾
konforma|适合
konforma al realo|切合实际
konforme|合乎\n顺应\n相符
konforme al|符合
konformi|适应
Konfucea templo|孔庙
konfuceanoj|儒家
Konfuceo|孔子
konfuzi|混同\n混淆\n搅乱\n困扰\n迷惑\n弄乱\n扰乱
konfuzighi|糊涂\n慌乱\n慌张
konfuzigho|窘迫
konfuzo|惶惑\n混乱
kongresejo|会场
kongreso|大会\n代表大会\n会
kongrui|相合
koni|了解\n认识\n识别\n熟悉\n知道\n知晓
konjekti|猜测\n猜想\n推测\n臆断
konjunkcio|连词
konjunktivito|结膜炎
konka bildo|贝雕画
konkava lenso|凹透镜
konkava spegulo|凹面镜
konkeri|征服
konkludi|断定\n归纳
konkludiga|明确
konkludo|结论
konko|贝壳
konkordo|和睦\n谐和
konkreta|具体\n有形
konkubino|姘妇\n情妇
konkuranto|竞争者
konkurenci|竞争
konkurenco|商业竞争
konkuri|竞争
konkursa biciklo|跑车
konkurso|比赛\n竞赛
konscie|有意识
konscienco|天良
konscii|自觉
konscio|觉悟\n意识\n知觉
konsdenco|良心
konsekvenco|后果\n结果\n结论
konsenti|答应\n同意\n应承\n允诺\n赞同\n准许
konservativa|保守\n守旧
konservatorio|音乐学院
konservejo|储藏所\n库房\n贮藏宝
konservi|保存\n储备\n维持\n蕴藏
konservi kaj ripari|保养
konsideri|考虑\n斟酌
konsideri la interesojn de la tuto|顾全大局
konsilano|顾问
konsilantaro|理事会
konsilanto|参赞\n顾问\n理事
konsili|建议\n劝告
konsiliano|顾问
konsilighi|商量\n商谈\n商议
konsilisto|顾问
konsilo|主意
konsisti|包含\n构成\n形成
konsistigi|组成\n组合
konsisto|结构
konsoli|安慰\n抚慰\n慰问
konsonanto|辅音\n子音
konspiri|密谋\n同谋\n图谋
konspiro|合谋\n政治阴谋
konstanta|不断\n永久
konstanta kapitalo|不变资本
konstanta komitato|常委会
konstanta temperaturo|恒温
konstante|经常\n无时无刻
konstati|证明
konstelacio|星座
konsterni|困扰
konsternighi|慌乱
konsterno|惊慌\n恐慌\n狼狈
konstipo|便秘
konstitucia monarkio|君主立宪
konstitucia reghimo|宪政
konstitucio|宪法
konstruejo|工地
konstrufosajho|地基
konstrui|架设\n建立\n建设\n建造\n建筑\n施工\n兴建\n修筑\n造
konstrui shipon|造船
konsula jurisdikcio|领事裁判权
konsulti|参考\n请教\n谘询
konsumanto|用户
konsumi|耗损\n消费\n消耗
kontaghi|传染
kontakti|接触
kontaktighi kun|打交道
kontaktilo|插头
kontakto|联系
kontanta|现金
kontanta mono|现款
kontenero|集装箱
kontenta|满意\n知足
kontentigi|满足
kontesti|争论
kontinenta breto|大陆架
kontinento|大陆\n洲
kontinua|不断\n连绵\n连续
kontinua kurento|直流电
kontinuajho|连续函数
kontinui|持续\n延续
kontisto|会计
konto|帐\n帐目
kontolibro|帐薄
kontopapero|帐单
kontorevizoro|会计监督
kontoro|帐房
kontrabandi|走私
kontrakti|立合同
kontrakto|合同\n契约\n条约
kontralto|女低音
kontrasti|对照
kontrasto|对比
kontraw|严防
kontraw la vento|迎风
kontrawa|相反
kontrawataki|反击
kontrawatako|反攻
kontrawaviadila kanono|高射炮
kontrawbatali|抗击
kontrawdiri|反驳
kontrawdiro|矛盾
kontrawepidemia hospitalo|传染病院
kontrawepidemia stacio|卫生防疫站
kontrawfluo|逆流
kontrawinflama|消炎
kontrawlaksigilo|止泻药
kontrawlegha|非法\n违法
kontrawlegha uzo de publika(shtata) mono|挪用公款
kontrawmini|排雷
kontrawparoli|抗辩
kontrawpledi|抗辩
kontrawprojekto|修正案
kontrawrevoluciulo|反革命
kontrawrimedo|对策
kontrawstari|对立\n反对\n反抗
kontrawstaro|对抗
kontrawvente|顶风\n逆风
kontrawvola|被迫\n违心
kontribuajho|稿件
kontribui|捐献\n投稿
kontribuo|功绩\n功劳\n功勋\n贡献
kontroli|监察\n监督\n检查\n检验\n考核
kontroli kalkulon|验算
kontroliri|巡逻
kontrolvoki|点名
kontulo|帐户
konturo|轮廓\n外形
konturtranchi|剪裁
kontuzi|伤
konuso|园锥体\n锥形物
konveksa|凸面
konvena|合适\n恰当\n时宜\n适宜
konvence|妥善
konvencio|公约\n惯例\n条约\n习俗\n协定
konvene|适当
konversacio|会话\n谈话
konvinki|说服
konvinkighi|确信\n相信\n信服
konvulsio|抽筋\n惊风症\n惊厥\n痉挛
kooperativano|社员
kooperativo|合作社
kooperigo|合作化
koordinato|坐标
kopii|抄写\n临摹\n摹仿\n洗印\n照抄
kopio|拷贝\n摹本
kopirajto|版权
koplo|抄件
koptiso|黄连
kopulacii|性交
kora|衷心
koralo|珊瑚
korbo|筐子\n篮子
korbopilko|篮球
kordinstrumento|弦乐器
kordo|弦
kordurojo|条绒
korekta|正确的
korekti|订正\n改正\n更正\n校订\n校改\n校正\n纠正\n批改\n修改\n修正\n指正
korektofara|修订
korespondanto|通讯员
korespondi|通信
koridoro|过道\n楼道\n走廊
korinklini|倾心
korko|软木\n软木塞
korneo|角膜
korno|号角\n角\n喇叭
koro|核心\n心\n心脏\n中心
korodi|腐蚀\n侵蚀\n溶蚀
korolo|花冠
koronaria kormalsano|冠心病
korpa puno|肉刑\n体罚
korpo|身躯\n身体\n物体
korpogardisto|保镖
korpokulturo|体育
korprema|苦闷
korpremo|心情沉重
korpulenta|肥胖
korpuso|军团
kortbirdo|家禽
kortegano|朝臣\n廷臣
kortego|朝廷\n宫廷
kortisto|看门人\n门房
korto|天井\n庭院\n院子
kortusha|动人\n令人感动
kortushi|感动
kortusho|激动
korupti|败坏\n贿赂\n收买\n行贿
koruptighi|腐化
koruptighinta shtatoficisto|贪官污吏
koruptita oficisto|赃官
korvo|乌鸦
koshmaro|恶梦
kosmaj radioj|宇宙线
kosmetikajho|化妆品\n脂粉
kosmo|宇宙
kosmonavigacio|宇宙航行
kosti|值
kosto|代价\n价值
kostumkesto|衣箱
kostumo|服装\n装束
kotisto|清道夫
kotizo|会费
koto|烂泥\n泥泞\n污泥
kotona (lana) poliestera miksteksajho|确良
kotona shtofo|棉布
kotono|棉花
kotono kun longaj lanugoj|长绒棉
kotonsemo|棉籽
kotonteksajhoj|棉织品
kotshirmilo|挡泥板
koturno|鹌鹑
koverto|信封
kovi|策划\n孵化
kovri|补偿\n覆盖\n盖\n掩盖\n掩饰\n遮蔽\n遮盖
kovrilo|盖子\n壳\n皮\n罩子
krabo|螃蟹\n蟹
krachajho|痪
krachi|吐痰
krachujo|痰盂
kradita shtofo|格子布
krajono|铅笔
kraki|破裂声
krampo|括弧\n铁扣
kranakvo|自来水
kranio|头盖骨
krano|龙头\n水龙头
krasiti|延期
kratago|红果树
kravato|领带
kredema|轻信
kredi|相信\n信奉\n信赖\n信任\n信仰
kredita kooperativo|信用合作社
kredito|贷方\n信贷\n信用
kreditoraj rajtoj|债权
kreditoro|债主
kredo|信心
krei|创立\n创造\n创作\n开创\n造成
kreinto|创始人
kreiva|独创
kremacii|火化
kremacio|火葬
kremo|乳酪
krepusko|黄昏
kreskajho|生物\n植物
kreski|生长\n增长
kreskigi|栽培\n种
kresto|冠\n鸡冠\n乌冠
krestomatio|文范\n文选
kreto|白垩\n粉笔
krevi|爆裂\n破裂
kribri|筛
kribrilo|筛子
krii|喊叫\n呼叫\n叫
krimi|犯罪
kriminala|刑事
kriminala kodo|刑法
kriminala proceso|刑事诉讼
kriminala tribunalo|刑事法庭
kriminalisto|刑法学者
krimo|罪恶
krimulo|犯人\n罪人
krio|呼声
kripla|畸型
kriplulo|残废
krisigno|惊叹号
krispo|肠系膜
kristalo|结晶体\n晶体\n水晶
kristalografio|结晶学\n晶体学
kristanismo|基督教
kristano|基督教徒
Kristarbo|圣诞树
Kristnasko|圣诞节
Kristo|基督
kritala sukero|冰糖
kriterio|准绳\n准则
kriterioj|标准
kritiki|批判\n批评\n指责
kritikismo|批判主义
kriza|紧要
kriza momento|紧急关头
kriza situacio|危局
krizantemo|菊花
krizo|危机
krokodilo|鳄鱼
kroma|附加
krome|此外
kromedzino|妾\n小老婆\n姨太大
kromklapo|机舵
kromnomo|别名\n外号
kromprodukto|副产品
kromsegho|加座
kromvirino|姘妇\n情妇
kronado|加冕
kronika malsano|顽症
kroniko|编年史\n史册
krono|冠\n皇冠\n皇位\n王冠\n王权
kronologia tabelo|年表
kronprinco|皇太子\n太子
krotalo|响尾蛇
krozj|巡逻
krozshipo|巡洋舰
krucho|壶\n水壶
kruci|杂交
krucighi|交叉\n交错
kruckavaliro|十字军
krucmilitiro|十字军东征
kruco|绞刑架\n十字架
kruda|粗暴\n粗糙\n粗鲁\n粗野\n鲁莽\n无礼
kruda kaj impertinenta|莽撞
kruda materialo|原料
kruda：nekuirita|生
krudulo|莽汉
krueIa|无情
kruela|残暴\n残酷\n残忍\n没心肝\n凶残\n严酷
kruelajho|野蛮行为
kruele|心狠
kruelega|凶暴
kruringo|护腿
kruro|腿\n小腿
krusto|甲壳\n壳\n面包皮\n外壳\n硬皮
krustulo|甲壳动物
kruta|陡峭
kruta kaj alta|峻峭
ksilofono|木琴
ksilografajho|版画
kubo|立方\n立方体
kubuto|胳膊肘\n肘
kudrero|针脚
kudri|缝
kudromashino|缝纫机
kufanta mondepono|活期存款
kuglo|弹头\n子弹
kuirejo|厨房
kuiri|烹调\n煮
kuiristo|厨师\n炊事员\n大师傅\n伙夫
kuirpoto|锅
kuko|点心\n糕饼
kukolo|布谷乌\n杜鹃
kukumo|黄瓜
kukurbo|南瓜\n西葫芦
kulako|富农
kulasriglilo|炮栓
kulero|勺子\n汤匙\n调羹
kulio|苦力
kuliso|后台
kulistimo|怯场
kulmino|顶\n顶点\n最高度
kulo|蚊子
kuloto|短裤
kulpi|失足
kulpo|短处\n过错\n罪过
kulpulo|罪人
kulti|崇拜
kultivatoro|中耕机
kultivejo|农场\n种植场
kultivi|耕种\n培植\n栽培\n种\n种植
kulto|祭祀\n礼拜
kultura revolucio|文化革命
kulturi|耕种\n培养\n培育\n养殖\n栽培\n造就
kulturo|文化
kulturo kaj eduko|文教
kulverto|涵洞
kulvualo|蚊帐\n帐子
kumuli|兼职
kun helpo|借助于
kun plezuro|乐意
kuna|共同
kunagadi|互相配合
kunagi|配合\n协作
kunbatalanto|战友
kune|一道\n一齐\n一起
kune administri|合营
kune mastrumi|合营
kune peni|协力
kunekzisti|共存
kunesti|团聚
kunflui|合流
kunforghi|锻合
kunglui|结合
kuniklo|家兔\n兔子
kunkalkuli|合计
kunkrimulo|帮凶
kunlabori|协作
kunlaboro|合作
kunlernano|同学
kunmeti|装配\n组成\n组合
kunordigi|调整\n协调
kunporti|随带
kunpremi|挤压\n夹\n紧缩\n压缩
kunsidi|开会
kunsido|会\n座谈会
kuntirighi|收缩
kunulo|伙伴\n同伴
kunvenejo|会场
kunveni|集合\n开会
kunveno|会\n会议\n集会\n聚会
kunvojaghanto|旅伴
kunvoki|召集\n召开
kuoirilo|炊具
Kuomintango|国民党
kupokso|牛痘
kuprero|铜板\n铜钱
kupro|铜\n紫铜
kuraci|医疗\n治疗
kuracisto|医生
kuragha|勇敢的
kuraghe marshi antawen|勇往直前
kuraghi|大胆\n敢
kuraghigi|鼓励\n鼓舞\n激励\n勉励\n壮胆
kuragho|胆量\n勇气
kuranta jaro|今年
kurantaj aferoj|时事
kuratoreco|托管
kurba|弯曲
kurba linio|曲线
kurba surfaco|曲面
kurbigi|弯曲
kurbo|曲线
kuregi|快跑
kuregi al savo|驰援
kurejo|跑道
kurento|电流
kuri|奔跑\n跑
kuriero|通信员\n信使\n邮递员
kuriershipo|邮船
kurioza|怪异\n奇特\n希奇\n稀罕\n珍奇的
kursano|学员
kurso|讲习班\n讲座\n训练班
kurta cirkvito|短路
kurta ondo|短波
kurteno|窗帘\n幕\n帷幕
kurzo|行情\n行市
kusenego|卧褥
kuseno|垫子\n坐垫
kusentego|枕套
kushi|躺\n卧
kushosako|睡袋
kushosegho|躺椅
kutimi：kutimighi|习惯于
kutimo|惯例
kutimo kaj raktero|习性
kuvo|盆
kuzino|表姐\n表妹\n堂姐妹
kuzo|表弟\n表兄\n堂兄弟
kvadrata metro|平方米
kvadratita shtofo|格子布
kvadrato|平方\n正方形\n自乘
kvalifikita|合格
kvalifiko|资格
kvalito|品格\n品质\n素质\n性质\n质量
kvankam|虽然
kvanto|数量
kvar|四
kvaranteno|检疫
kvarco|石英
kvarmastulo|四桅帆船
kvaron-noto|四分音符
kvaronjara revuo|季刊
kvarono|四分之一
kvarpiedulo|四足动物
kvartalo|街区\n区
kvarteto|四重唱\n四重奏
kvazaw|仿佛\n好像
kvereli|吵架\n争吵
kverelo|纠纷
kverko|橡树
kvieta|安宁\n寂静\n静默\n宁静\n平静\n恬静\n幽静
kviete|安静
kvin|五
kvinangulo|五角形
kvinjara plano|五年计划
kvintesenco|精华\n精髓
kvitanco|单据\n收据\n收条
kvitighi|还清债务\n清偿债务
L-forma fero|角铁
la alia flanko|对方
la Arkta oceano|北冰洋
la Awtumeza Festo|中秋节
la Centra Komitato de la Partio|党中央
la China Akademio de Sciencoj|中国科学院
la China Akademio de Sociologiaj Sciencoj|中国社会科学院
la China Komunisma Junulara Ligo|中国共产主义青年团
la China Popola Liberiga Armeo|中国人民解放军
la China Popola Politika Interkonsiligha Konferenco|政协\n中国人民政治协商会议
la Dek Tri Mawzoleoj de Ming-dinastio|十三陵
la Drakboata Festo|端午节
la du flankoj|双方
la Dua Internacio|第二国际
